Temporal_Velocity_Alpha,Manifold_Proximity_Scalar,Barycentric_Divergence_Index,Normalized_Deviation_Magnitude,Distribution_Curvature_Coefficient,Distribution_Asymmetry_Coefficient,Dispersion_Magnitude_Metric,Target
0.0105605114497681,0.7664331052473956,0.0039524470687195,0.4246161778353715,-0.2168325180200551,-0.7291687587673156,0.0093119919056542,0.009456597125636757
0.0133713964325844,1.3545497489172216,0.0011295124123351,0.1227110030394106,0.1584511372901512,-0.7859533354418133,0.0091831304479971,0.013351874728692916
0.018273713828267,1.9087641449688195,0.0010706571287127,0.1173897236748141,0.45209651181963,-0.843005526337642,0.0089988900924075,0.014479624265659219
0.0154653395740784,1.3455476268095097,0.0019889512170098,0.2233344609818516,0.6870780308783088,-0.905179729371092,0.0088494840939982,0.014520369644909277
0.0042572006963138,1.5270296301440864,-0.0010118113706559,-0.115341276961833,0.8825248729156653,-0.951413756142134,0.0087056844013629,0.018701887179198826
0.0105627106456118,1.2266612211123404,-0.0010419854130638,-0.1205281912013594,1.0974156900802914,-1.0038976521864231,0.0085572089314534,0.019795684164117235
0.028130738038862,1.7902976562228683,0.0049273949761898,0.5794994589715518,1.3863521575440374,-1.045797291533493,0.0081533047562844,0.014367720100003294
0.0281451334603929,1.2018903285328972,0.0046391109499447,0.5724932335920454,1.6184110349606131,-1.0214165763147482,0.0075287812700323,0.014909675500991012
0.0225118237194755,1.0904750321021557,0.0022223470836949,0.2981199999478266,1.8112442263600772,-0.9436227116179076,0.0068652577802683,0.01761148129159031
0.0287798212744443,1.6650808634991592,0.0056915648845331,0.8298914668319688,1.7134350135110945,-0.7236329370782538,0.0061985219252171,0.014454146781392549
0.0028891300976757,1.460824105284542,0.0034454907988892,0.5581444352031389,0.1424462395030295,-0.1775824897170004,0.005687126724667,0.0173619266433289
0.0029017694618536,2.497679902797324,0.0036240217068014,0.6404006077372731,0.1009299790775336,-0.2296479922473334,0.0057064521465177,0.017774861827543113
0.0126334720153918,1.1235486497284484,0.0045537460476994,0.7987756582652965,0.1540707762527144,-0.2648161878218295,0.0056823172463497,0.0175748966555792
0.0084523151742468,0.8795527354809273,0.0037085600920948,0.6558992255259783,0.2271040907306525,-0.3386031731839326,0.0056619959027268,0.01921646404070189
